,Date,AZ,SC,LA,MN,NJ,OR,VA,RI,KY,WY,NH,MI,NV,WI,ID,CA,CT,NE,MT,NC,VT,MD,DE,MO,IL,ME,WA,ND,MS,AL,IN,OH,TN,NM,IA,PA,SD,NY,TX,WV,GA,MA,KS,FL,CO,AK,AR,OK,UT,HI,Unemployment Rate,Consumer Price Index for All Urban Consumers,Effective Federal Funds Rate,Gross Domestic Product,S&P500 Close
38,08-2022,1656.5611477427303,1564.8376420328275,1206.5904842461682,1148.027168339883,2004.430817035282,1789.239887845103,1552.2496917694766,1853.29765879424,1127.0939411005645,1064.897122100427,1686.6150922883317,1256.5133791061542,1781.7697889125236,1041.5654026541372,1477.5302802537676,2302.0940540927286,1843.943028884901,1112.4623200760266,1634.5030810082317,1517.0894255079124,1855.1949245241408,1572.7870384530768,1708.454566253593,1066.022221161813,1043.8143691522148,1571.2311521180743,1670.5574183570925,987.0565566060388,1280.1883081497597,1277.5513827738184,1103.1215859316778,1079.2172594137703,1366.886646826513,1333.8562031925603,1023.9059015996712,1264.107422146459,1207.0704956937384,1625.8816381642516,1330.9999493820587,1080.1990028361995,1427.0564291000755,2008.6876113690128,971.5978353241524,2011.9769364260464,1938.062790345136,1538.7022436956631,1142.566019070386,1097.133899458548,1832.2311578774645,2762.184560202344,3.6,295.209,2.33,25994.639,"3,955.00"
39,09-2022,1657.131107446634,1576.6573386580585,1206.627972334085,1155.2948076382525,1988.228399865373,1801.3677223956677,1560.135138444004,1847.0777260514628,1136.696711891333,1067.85100956932,1677.184447421673,1258.6843739724195,1770.8204723681863,1034.1011988466876,1469.28764012572,2309.017957134153,1847.6927138205533,1113.908818364356,1635.247199520711,1526.3318179646449,1863.4900215718992,1575.389553123982,1697.5907845265217,1071.0171133244858,1047.531158010418,1577.704160666595,1665.70063040834,994.2632020589168,1287.4665125929084,1280.8877936002475,1103.0655594132788,1082.386341266019,1371.801444657018,1335.8009210610933,1023.7160551334716,1266.552254812311,1205.1007151744989,1628.123259854944,1334.3144538717313,1096.4170024509085,1426.960873010961,2013.060987896297,974.9817375730568,2021.402944725512,1944.5159305368293,1553.7504458571784,1145.8405985813986,1089.085783863065,1828.8543003721115,2754.7700529413746,3.5,296.341,2.56,25994.639,"3,585.62"
40,10-2022,1651.1217345024068,1557.735540238519,1204.4713384921388,1150.9616225836492,1994.4620928929091,1806.5319894352829,1565.751808296081,1845.97169618907,1141.7373924067297,1058.949805653058,1677.5907707826293,1255.9606494061152,1721.189792016804,1041.5494423779458,1446.909011298254,2309.79486527181,1852.3502625442056,1114.435473837258,1629.219216846778,1522.5305443137995,1859.7688334384832,1565.1376789968026,1700.8233220845364,1077.7559655181738,1050.0428942943968,1580.6015797901775,1660.7224930894035,1002.8790328092384,1301.8444443332517,1283.610571084554,1100.9160382902728,1083.4753703535473,1379.178641775756,1338.853870200027,1024.6872535568807,1268.660248954253,1071.4487630500582,1626.944471352257,1334.511826779244,1106.0903817094754,1431.161519342813,1997.5542656721805,980.2971351064186,2035.463855646179,1939.313711175001,1541.1747103242365,1137.485794768827,1062.618522685605,1834.80013692652,2753.282402958683,3.6,297.863,3.08,26408.405,"3,871.98"
41,11-2022,1649.3370957062232,1550.9864798327844,1202.0784369414928,1157.6629330257792,2006.7787670891564,1721.139571174963,1568.4560894180777,1849.145119672898,1145.8969935169382,1066.250742417349,1688.791500769732,1252.8347811998292,1717.9595690818342,1033.209388315473,1433.413509713923,2303.694481373324,1845.6881447789503,1116.6635168040689,1601.9410520485767,1518.14719053538,1844.5732954783336,1560.016753625246,1701.4219128915674,1078.0961412978647,1052.697705759712,1482.9400743948931,1658.720917791178,975.0516161332192,1298.6543112197996,1285.7887373096078,1098.9120039446746,1107.3843207024795,1378.1810516176895,1345.0999913992011,1027.694150365135,1267.0470844857412,1064.2511924001356,1620.4885909282657,1330.3404466799027,1109.072091779516,1428.795551466006,1989.220057645057,977.5992092591908,2051.6490810481387,1940.5118785715065,1542.622128361912,1142.8659092521973,1061.4478089039203,1833.3519745228723,2772.556665640372,3.6,298.648,3.78,26408.405,"4,080.11"
42,12-2022,1653.2376755416433,1549.236533678208,1202.3321311504633,1164.375555602396,2012.5492691049249,1663.9857522347304,1569.4729560580402,1860.587186187152,1147.3170743095502,1062.6044400711,1714.6722600102198,1250.196645575698,1641.4905136776597,1064.068419862176,1427.92280440067,2270.0245836861995,1844.224632102614,1122.103178995904,1593.680804699572,1533.0518530138943,1860.208845339602,1567.928775074982,1713.5375003121987,1078.6378708675643,1057.2516009362912,1466.195340534924,1660.5981941634918,983.8635061990236,1307.3946127792774,1284.9730135079092,1106.5120513700194,1089.8614864176443,1375.9583047688757,1345.4927712480396,1033.4711561051188,1269.1404916084348,1056.4268214628466,1591.0447938381883,1331.652389703611,1098.0738076828225,1433.2938948113165,2019.317603203829,985.7029174478088,2063.5354495701604,1952.5664396539612,1540.9173800383642,1152.6156250445954,1068.347254442213,1843.5249985561125,2799.776296159986,3.5,298.812,4.1,26408.405,"3,839.50"
43,01-2023,1661.2328625528694,1554.776617642373,1202.7598235507955,1248.4013736628983,2015.307818134378,1663.8498170963137,1573.223846021016,1860.332856928281,1151.010330117769,1070.593136961904,1744.2149862102744,1241.1713386278464,1752.3326363928052,1056.7416398059947,1379.4185707410334,2271.206847462128,1850.75882136108,1129.0354271683238,1582.2398299444244,1503.6146226923192,1859.0030717139407,1386.6753995003626,1718.2559687543849,1079.4056162119289,1059.6020896869245,1469.863741187674,1683.4238719267803,988.539713464125,1291.18493364871,1266.7786269577657,1111.19668019154,1092.398923884548,1377.3020731507495,1306.379904260233,1037.1847915843418,1286.8635157704514,1049.0491102367623,1601.829449647538,1334.7189331453117,1092.5253166646164,1438.8022546788995,2052.467850965985,989.23632666774,2066.191362204269,1976.2977900881797,1543.16519880743,1168.0371996620192,1074.9394314552976,1838.5587605018388,2818.9202705845983,3.4,300.356,4.33,26813.601,"4,076.60"
44,02-2023,1665.8699170554532,1566.1610844186766,1202.6597911163924,1183.2793895917914,2007.96764313947,1671.490321276184,1579.9294779401969,1867.6738776481725,1160.3172190650826,1067.799861190521,1764.9215456983995,1250.0665317566866,1747.9364256872962,1063.887508164613,1447.54127382255,2278.550655466985,1867.398080718592,1130.9174696543737,1595.7619102300075,1488.6154787391167,1876.1793628947264,1580.7452241204653,1714.9261514280197,1035.1063931799497,1042.826823206919,1480.9259538706704,1682.6483520246538,992.1740333762858,1286.88987701092,1275.5657456777233,1116.2189883593333,1094.9283591971212,1387.0231826742145,1317.1318984895315,1039.7252806820643,1260.439756040977,1050.805625770423,1567.431008726075,1337.6821433066511,1100.0143769968315,1447.1068229074438,2071.6640661988654,995.0707621607252,2064.3822875788724,2207.433334157374,1586.4071735943917,1108.1351351898377,1086.1023277412269,1848.9705866251256,2835.0787772104677,3.6,301.509,4.57,26813.601,"3,970.15"
45,03-2023,1672.366971008294,1505.692628622407,1202.7174974578809,1188.4901661501424,2025.1024031868792,1638.371802959957,1597.2652692594495,1882.006024351221,1171.134326243879,1080.2269155690492,1783.1605287662749,1221.9576515760589,1774.3106070923702,1070.8609974702242,1457.4052492388405,2256.6859618726858,1885.154540162536,1083.8207547417348,1611.5080258906387,1474.6354523345033,1874.6358983169896,1400.776077064732,1716.0945513066067,1020.4061168993244,1050.634337139358,1509.5747204765355,1691.8540563448532,999.0408807880694,1263.7060570726726,1287.134731834056,1124.3994735439258,1099.8614416464034,1401.5032630591488,1336.5051352437806,1050.9214342416813,1270.166032134964,1050.7541988565815,1570.898953282651,1331.467192350745,992.8152753726245,1458.9142967164198,2064.479593336874,999.320537917596,2061.108986821774,2091.0902882531173,1595.4870728558165,1109.8660791925886,1075.4652758671944,1844.4839711205716,2842.8284587571748,3.5,301.744,4.65,26813.601,"4,109.31"
46,04-2023,1684.4459580448552,1518.8179646634208,1216.340062906498,1194.8595462337717,2052.372757826218,1598.7833909392573,1609.829892044922,1912.9262946489844,1156.4268405671244,1095.4627738798822,1781.2794573584472,1243.4860936705911,1796.0470674953756,1081.0806257546033,1414.0707059864096,2266.781197533758,1895.4997241777544,1088.6101475679598,1512.5105693677394,1485.9054702755966,1894.3682170350755,1408.4712651178188,1725.0122723088298,1050.3183477824227,1061.878385502832,1533.4322440874091,1696.7469600244815,1008.4507107074008,1282.7961292919729,1241.113727956264,1131.362792900147,1064.5240155974525,1415.635127973561,1309.0071998496735,1057.79746546419,1278.046833558948,1057.5252495779937,1582.166901932574,1339.093379816253,992.9269294975904,1469.4088125378148,2089.8577956899794,1004.399295248797,2059.739368808264,2075.2818198963228,1624.4921414798623,1112.0952784370018,1079.496700204021,1852.620999679473,2872.3110279707703,3.4,303.032,4.83,27063.012,"4,169.48"
47,05-2023,1694.6767934481466,1531.101437777732,1198.307615329641,1199.7257401841746,2088.103640166629,1642.492618304398,1529.3731661695222,1935.8173565791585,1170.3647760784686,1109.204651350882,1770.718439789614,1255.2682722221991,1830.1675629561691,1090.1404393948071,1416.423896151868,2259.662567826216,1911.9274458543516,1091.8028184150655,1526.3524575838674,1521.2351215688925,1906.1319246731937,1416.375335385499,1725.6000446687194,1069.6506350071925,1044.7441202624382,1549.3164342087357,1685.7803686825434,1025.3094976777406,1299.901422419413,1255.9170641584,1138.462613553715,1096.623346954651,1417.9920879908398,1258.946564124718,1014.66282070832,1217.5631794117337,1061.835215893632,1599.3560199422373,1345.6496454857945,1000.7202495271368,1494.033977333289,2116.492269396136,989.2110357724378,2009.2872872172925,2079.8713421287657,1610.7201940982509,1115.3031550969467,1086.5490806179123,1848.747367917765,2848.702283848097,3.7,303.365,5.06,27063.012,"4,179.83"
48,06-2023,1697.8207602699183,1543.4204115661412,1205.2382774293,1204.7714992924828,2120.473466152908,1666.0141169140286,1537.6835901774791,1959.3095299775991,1176.954964694745,1094.293606402782,1780.6861489900775,1264.6557509023366,1830.04901561272,1098.492987127289,1431.743389328337,2272.163426004716,1925.5614382870776,1095.461404850121,1543.2819115258594,1521.046209759948,1934.050423542494,1427.6621559191228,1741.7835772878516,1035.2860597542197,1046.4306961467269,1577.5031611544027,1694.643767188397,995.5646402022074,1306.9549929924888,1263.303326924311,1142.2557621847789,1090.6744270183217,1423.330083991316,1265.4158090523358,1022.8122620218556,1228.10534707507,1075.544790591912,1607.8688760837226,1343.831222679583,1011.403373990162,1480.3851136617843,2129.897267018724,989.4291068725996,2016.5073686339688,2089.091943360792,1608.7080140406406,1124.1360814863272,1096.7012887840333,1856.751323017497,2864.1244429034573,3.6,304.003,5.08,27063.012,"4,450.38"
49,07-2023,1705.4456371548415,1552.487971961756,1208.2542040927106,1203.2258098158195,2123.737587734774,1686.8822370270282,1544.4901384891057,1972.1173057035685,1191.5145193517549,1102.536719241015,1794.404856199763,1268.149626311113,1838.142962193113,1102.831339471997,1442.1678209871743,2285.707746212072,1963.341901215139,1102.9449797285386,1544.615254645931,1526.305776656479,1947.336809466492,1439.1284263094335,1764.9358621487297,1042.3998224111158,1050.0941653341995,1574.34311738416,1705.0492894229585,1017.4179113270648,1308.489646539827,1280.7285906985026,1155.6421923576963,1095.7492340653532,1450.2734559886633,1267.5343066234482,1026.752727986088,1229.9755856248926,1087.5444152393077,1624.0152983885423,1349.968718670826,1011.5050746918068,1485.8697679337106,2128.025847378392,983.545332060016,2049.314476729128,2094.353096711754,1609.1902869347628,1128.2554107286685,1109.672393858119,1862.167771015911,2881.89977422254,3.5,304.628,5.12,27610.128,"4,588.96"
50,08-2023,1707.5232541825385,1557.8916628392958,1210.9915545239735,1200.6029874138271,2128.791927807436,1683.1521921274807,1552.088627620544,1984.4457173743729,1208.1014359644737,1109.566528219637,1815.6385088462796,1272.173738763884,1833.1103154468487,1111.6719646604718,1495.243904807651,2292.6023207783555,1993.163180968044,1109.6357614176131,1547.1673325520394,1529.000581361431,1962.867864574329,1449.4542628280767,1788.3613288784509,1026.2332590400906,1060.8833898615403,1571.9439668042955,1719.3642369484537,1031.489054305854,1311.9080458369483,1287.0140709938498,1163.3873799383427,1101.0030990323692,1469.313951488565,1273.3117593002837,1029.0610538667886,1235.8487971722088,1098.0170780183123,1632.6515484719405,1355.4962631601302,1017.9169712146826,1493.4390110590991,2136.260985100772,985.0029850685554,2035.3017644306312,2107.1880623302054,1615.060139451694,1135.97703033463,1112.919790395364,1863.0351885584664,2907.560015531232,3.8,306.187,5.33,27610.128,"4,507.66"
51,09-2023,1710.4432990671537,1561.778366535387,1215.3811754004223,1199.2989637233925,2115.0260013101392,1678.0235529384197,1552.4298305426155,1986.2149598962287,1218.2341198699214,1112.1968317066726,1835.196919242748,1277.4865497089822,1830.387869606225,1116.6178241703603,1446.3221551583838,2300.426113276817,2007.8491158194097,1121.443551699923,1537.2882667440306,1537.2917378541906,1963.7822697245688,1450.636820667591,1781.8651626080002,1029.669581093703,1064.8071378826598,1565.929706768737,1706.352681532033,1040.8143608883915,1400.258293908155,1296.6709574300028,1176.729981750058,1111.4577772232733,1484.7855544007375,1276.9831239223286,1040.4369190870857,1241.2525977477046,1098.1094438871687,1643.1927272714254,1355.8585561113998,1023.2651011659708,1501.8349707531552,2148.8750473238533,989.4053067185145,2070.1842549551534,2127.105173659054,1631.326098104134,1135.7308844373813,1112.4383347062897,1803.4726403388215,2922.944986514596,3.8,307.288,5.33,27610.128,"4,288.05"
52,10-2023,1712.8472693399065,1563.60221621533,1208.2246934973516,1204.1005882203065,1985.2067965052595,1669.2920981974455,1556.7511856713138,1984.784933156768,1227.4681147702736,1101.210840406417,1835.073775145316,1283.9470191838473,1839.3344992148368,1124.3201015848033,1427.9835871203677,2301.3164183300028,2008.842825418443,1129.8219260663716,1528.3344445204536,1589.086144064294,2063.3974867317324,1450.5841002985217,1765.399694236258,1030.368766686673,1070.695165992645,1578.206533249382,1714.611025234773,1002.4990923847892,1396.013128513929,1305.7624917906296,1174.815330304688,1122.8404003993194,1480.830762088265,1310.969645160043,1036.1277976028896,1250.3367350326807,1105.578896440256,1635.5911383844464,1354.5905898700846,1038.17907794194,1497.7945335824118,2147.5702050629075,991.731010122384,2060.780072205053,2138.244413980429,1635.539365223499,1140.353943904648,1114.7205909386405,1813.6597783465431,2942.7252880521883,3.8,307.531,5.33,27956.998,"4,193.80"
53,11-2023,1713.154301433564,1568.3403554691797,1207.2789885256827,1210.093532589177,2007.985743018465,1675.1548064807182,1560.0434951103737,1984.9275581021188,1227.8062682923448,1082.5099091586058,1840.6267359900828,1282.0341257171517,1840.5159572007544,1121.9868655668963,1423.3402020279852,2274.421382877053,1998.8387102308573,1132.940192135702,1520.117998661715,1589.0583148523565,2066.0603543710126,1449.8687155129576,1742.8227112856907,1030.1898386277294,1069.3024447079254,1583.8018184123555,1713.203913678154,1001.9035610677672,1365.5701514704062,1304.0591494574687,1170.1013580291246,1123.687376473726,1484.8168264525832,1293.6831479933394,1039.436561846093,1251.9589345956526,1104.9155615761008,1632.526573406465,1341.6363989514612,1028.468166928875,1498.854568888171,2159.1476128100026,992.2182265670048,2062.9368506385617,2131.322051454501,1620.130658868913,1147.7545455900292,1117.6379977183376,1807.8514716183477,2958.0159581616062,3.7,308.024,5.33,27956.998,"4,567.80"
54,12-2023,1715.6412478118375,1575.1890826797212,1205.495181384165,1212.8352398800776,2014.5371297705187,1674.2986461651572,1561.0475165848482,2001.971248567893,1227.5547326929138,1084.2854809921023,1836.1304250134024,1282.6943532488222,1837.3772653209808,1123.1788335625586,1423.3683251269883,2267.454969054335,1995.892176649036,1140.2569431473482,1526.693593960987,1587.6031591354397,2073.336119509613,1445.9907967187828,1752.733280973814,1036.2269862463977,1075.383786169686,1575.977028111225,1713.8613974103528,1000.6516601958474,1351.046754846696,1299.327511585735,1191.647119533825,1126.703711489816,1492.9713316929085,1289.4596897398203,1032.5751164748308,1257.5271272883808,1074.43053525523,1629.4431131411989,1343.0643584797515,1041.676501182153,1504.4656568202065,2173.177864425533,992.9536580998744,2063.5798037971235,2109.057372421333,1617.5152792991903,1146.1556941776334,1120.0035242210097,1830.4991673126067,2924.549029913808,3.7,308.742,5.33,27956.998,"4,769.83"
55,01-2024,1712.357302852692,1577.1720036680076,1213.7682794851023,1253.474118415594,2000.527072649832,1676.784550288127,1570.5874314782277,2008.356149529768,1240.0996028181717,1086.5397947051,1839.2820912554548,1293.0957017751466,1817.5911259694324,1116.449285235305,1386.3304236992485,2270.2370130388863,1998.5194634178135,1143.272135778767,1519.431078255882,1593.5808717977586,1987.379209303149,1465.9674946248986,1776.1312531064705,1037.665277038492,1081.49510276345,1572.5044070544195,1713.735012024982,998.5735226074275,1359.4155588873564,1315.0245390950072,1172.019092735664,1127.7150792357968,1502.212341688281,1288.5048449201097,1051.039805644761,1259.0542809192436,1070.7247240811391,1654.5059295184244,1343.1261563042926,1053.7287807604382,1516.7214826571171,2190.761427515458,991.3910064510084,2063.5263391209683,2136.748952858286,1625.8640903825012,1142.7786159985587,1115.7867415017815,1839.4986836333703,2964.001221476086,3.7,309.685,5.33,28255.928,"4,845.65"
56,02-2024,1718.5544402907087,1578.7396037990484,1215.1056851784183,1234.5284382799127,1987.5342438166967,1676.8722949740677,1576.7591948710708,2019.7798589351148,1233.6898645140298,1115.711245087897,1856.1962957195476,1311.1196577283044,1829.8375433619904,1126.0032354147054,1392.4168238083075,2280.276830014865,2017.7508030975384,1121.726237678946,1527.9074080688151,1593.9980052302346,1989.122092357345,1472.4235188723462,1810.057935895943,1040.8456604529708,1093.3437775628763,1584.1843644119344,1727.746677760596,1009.6166322874178,1369.2862060347568,1283.6159636122743,1161.2644812696872,1135.2225489507607,1497.9392090230483,1347.2096258017068,1056.9931177609333,1238.286831966091,1072.5848862649975,1670.188263997329,1334.5674612412763,1008.4186303958012,1520.9217125016958,2198.116881109547,992.468319609085,2061.0334225845936,2258.9374949507774,1635.3585735480374,1136.9499343665,1117.33772964157,1859.2075179881435,3208.273759657355,3.9,311.054,5.33,28255.928,"5,096.27"
57,03-2024,1734.898640126572,1582.4573972357898,1231.9115961309744,1235.9593877696148,2002.1194762959717,1680.6856990419535,1597.002092115021,2032.7125779516452,1240.9250687286676,1118.7713953987989,1861.750565057485,1323.349953352635,1801.8528108282565,1118.4827581414495,1398.760676726013,2300.570361649104,2047.3162551224564,1130.2547394556332,1530.4618148993904,1623.7066605122573,2015.2484389359308,1489.437153779245,1816.84619347343,1040.274143422006,1101.2110060576736,1606.9863839414495,1737.9345058119557,1021.3455117056734,1396.2329056770598,1287.2601282918647,1172.625105231028,1139.3329605005963,1498.452333575937,1348.5640025217288,1062.5029474193257,1243.5957636545506,1080.0169808998094,1697.3536129833722,1367.843702499118,996.3679210032184,1525.5203644192452,2219.749902023418,999.39344748329,2057.473335043768,2377.606614552407,1658.77973216026,1157.0529164082343,1132.578332326681,1851.3466243495477,3199.1073756392384,3.8,312.23,5.33,28255.928,"5,254.35"
58,04-2024,1737.490499373282,1594.9462509545767,1235.9294305259666,1237.0493892379616,2025.977190816238,1712.920865823815,1607.236458860008,2055.9832185705272,1251.2659191864618,1776.540613724451,1893.4032936867525,1335.3540646696692,1825.427258894002,1122.7794699980986,1411.889352349444,2313.4094487038947,2067.513398242393,1155.7625209965695,1570.173303435846,1614.8618806575507,2037.2781641144957,1491.7844338890905,1819.1556483937368,1046.392080177173,1116.2761740421938,1626.2216255206854,1754.121777342939,1031.7852281657738,1410.2555163913275,1297.7578256780953,1178.5772899647775,1170.6532594026564,1477.885366924765,1351.513100364046,1070.499907769146,1276.2594342357042,1095.2451021456825,1644.0392004827213,1376.1297067073954,990.468276251512,1523.0783486632367,2233.896632342929,1010.57157273295,2055.2801930347337,2388.8476239198462,1652.45349245818,1144.9462228890943,1146.8767652719646,1841.5482691741547,3349.165151539908,3.9,313.207,5.33,28255.928,"5,035.69"
59,05-2024,1739.59800282564,1659.6564114695095,1248.8860078517853,1252.8190676294648,2039.9706482515303,1717.6680377705331,1622.917788588337,2073.3200750265623,1227.5163554756443,1840.5432891765352,1879.5493101559373,1341.317210221905,1819.241808137215,1128.4473576119683,1426.232452666984,2307.188347658985,2094.7617265286344,1159.2863086817445,1589.0218982806916,1607.3351047038025,2070.3918328585,1737.4196953429418,1820.029607137502,1029.4013813598149,1122.75750028545,1643.0947118489069,1757.8630214016066,1042.8254501807537,1425.5503847904013,1317.3757963578,1163.7784154700255,1180.7543624442758,1503.9276349553309,1356.873943800554,1074.9084279173976,1220.6328028051753,1124.8848314876195,1588.3344685132715,1410.8210709076457,1027.2569841859697,1542.563502188778,2248.919267367595,1021.2337109553852,2056.5771487298985,2387.6586777348816,1666.1696964821963,1129.4043802535098,1164.9957984055486,1847.2577841300736,3283.528679242075,4.0,313.225,5.33,28255.928,"5,277.51"
